Low,Median,High,Province,Occupation,NOC,Occupation_Code,Occupation_Code_2,OccupationDescription,OccupationDescription_2,Position_Code,Position
15.0,19.23,24.0,NL,Receptionists ,14101,1,14,"Business, finance and administration occupations",Administrative and financial support and supply chain logistics occupations,4,Workers/Machine Operators/Support
18.7,27.0,33.65,NL,Personnel clerks ,14102,1,14,"Business, finance and administration occupations",Administrative and financial support and supply chain logistics occupations,4,Workers/Machine Operators/Support
24.0,29.81,41.62,NL,Court clerks and related court services occupations ,14103,1,14,"Business, finance and administration occupations",Administrative and financial support and supply chain logistics occupations,4,Workers/Machine Operators/Support
15.0,17.83,29.0,NL,Survey interviewers and statistical clerks ,14110,1,14,"Business, finance and administration occupations",Administrative and financial support and supply chain logistics occupations,4,Workers/Machine Operators/Support
15.81,24.16,26.67,NL,Data entry clerks ,14111,1,14,"Business, finance and administration occupations",Administrative and financial support and supply chain logistics occupations,4,Workers/Machine Operators/Support
15.25,22.5,32.29,NL,Accounting and related clerks ,14200,1,14,"Business, finance and administration occupations",Administrative and financial support and supply chain logistics occupations,4,Workers/Machine Operators/Support
21.98,26.78,28.0,NL,"Banking, insurance and other financial clerks ",14201,1,14,"Business, finance and administration occupations",Administrative and financial support and supply chain logistics occupations,4,Workers/Machine Operators/Support
26.0,26.0,30.09,NL,Collection clerks ,14202,1,14,"Business, finance and administration occupations",Administrative and financial support and supply chain logistics occupations,4,Workers/Machine Operators/Support
15.0,21.0,25.27,NL,Library assistants and clerks ,14300,1,14,"Business, finance and administration occupations",Administrative and financial support and supply chain logistics occupations,4,Workers/Machine Operators/Support
16.0,24.73,33.0,NL,"Correspondence, publication and regulatory clerks ",14301,1,14,"Business, finance and administration occupations",Administrative and financial support and supply chain logistics occupations,4,Workers/Machine Operators/Support
15.0,18.0,25.0,NL,Shippers and receivers ,14400,1,14,"Business, finance and administration occupations",Administrative and financial support and supply chain logistics occupations,4,Workers/Machine Operators/Support
15.0,22.12,31.6,NL,Storekeepers and partspersons ,14401,1,14,"Business, finance and administration occupations",Administrative and financial support and supply chain logistics occupations,4,Workers/Machine Operators/Support
15.0,20.0,30.77,NL,Purchasing and inventory control workers ,14403,1,14,"Business, finance and administration occupations",Administrative and financial support and supply chain logistics occupations,4,Workers/Machine Operators/Support
19.5,27.0,50.0,NL,Dispatchers ,14404,1,14,"Business, finance and administration occupations",Administrative and financial support and supply chain logistics occupations,4,Workers/Machine Operators/Support
18.79,22.05,29.97,NL,Transportation route and crew schedulers ,14405,1,14,"Business, finance and administration occupations",Administrative and financial support and supply chain logistics occupations,4,Workers/Machine Operators/Support
40.87,60.0,96.15,NL,Engineering managers ,20010,2,20,Natural and applied sciences and related occupations,"Specialized middle management occupations in engineering, architecture, science and information systems",0,Managers
33.65,57.0,89.9,NL,Architecture and science managers ,20011,2,20,Natural and applied sciences and related occupations,"Specialized middle management occupations in engineering, architecture, science and information systems",0,Managers
27.4,60.0,97.44,NL,Computer and information systems managers ,20012,2,20,Natural and applied sciences and related occupations,"Specialized middle management occupations in engineering, architecture, science and information systems",0,Managers
,44.41,,NL,Chemists ,21101,2,21,Natural and applied sciences and related occupations,Professional occupations in natural and applied sciences,1,Professionals
27.0,45.22,74.1,NL,Geoscientists and oceanographers ,21102,2,21,Natural and applied sciences and related occupations,Professional occupations in natural and applied sciences,1,Professionals
29.14,41.01,62.7,NL,Meteorologists and climatologists ,21103,2,21,Natural and applied sciences and related occupations,Professional occupations in natural and applied sciences,1,Professionals
25.48,42.56,68.21,NL,Biologists and related scientists ,21110,2,21,Natural and applied sciences and related occupations,Professional occupations in natural and applied sciences,1,Professionals
28.0,35.0,52.0,NL,Public and environmental health and safety professionals ,21120,2,21,Natural and applied sciences and related occupations,Professional occupations in natural and applied sciences,1,Professionals
,39.84,,NL,Architects ,21200,2,21,Natural and applied sciences and related occupations,Professional occupations in natural and applied sciences,1,Professionals
29.62,45.86,72.0,NL,Urban and land use planners ,21202,2,21,Natural and applied sciences and related occupations,Professional occupations in natural and applied sciences,1,Professionals
,36.71,,NL,Land surveyors ,21203,2,21,Natural and applied sciences and related occupations,Professional occupations in natural and applied sciences,1,Professionals
,37.02,,NL,"Mathematicians, statisticians and actuaries ",21210,2,21,Natural and applied sciences and related occupations,Professional occupations in natural and applied sciences,1,Professionals
,49.17,,NL,Cybersecurity specialists ,21220,2,21,Natural and applied sciences and related occupations,Professional occupations in natural and applied sciences,1,Professionals
27.5,32.82,50.0,NL,Business systems specialists ,21221,2,21,Natural and applied sciences and related occupations,Professional occupations in natural and applied sciences,1,Professionals
23.56,40.37,60.51,NL,Information systems specialists ,21222,2,21,Natural and applied sciences and related occupations,Professional occupations in natural and applied sciences,1,Professionals
30.0,42.21,56.41,NL,Database analysts and data administrators ,21223,2,21,Natural and applied sciences and related occupations,Professional occupations in natural and applied sciences,1,Professionals
23.0,38.46,45.67,NL,Computer systems developers and programmers ,21230,2,21,Natural and applied sciences and related occupations,Professional occupations in natural and applied sciences,1,Professionals
24.04,46.7,62.02,NL,Software engineers and designers ,21231,2,21,Natural and applied sciences and related occupations,Professional occupations in natural and applied sciences,1,Professionals
22.0,38.0,67.31,NL,Software developers and programmers ,21232,2,21,Natural and applied sciences and related occupations,Professional occupations in natural and applied sciences,1,Professionals
17.09,28.27,49.17,NL,Web designers ,21233,2,21,Natural and applied sciences and related occupations,Professional occupations in natural and applied sciences,1,Professionals
,35.94,,NL,Web developers and programmers ,21234,2,21,Natural and applied sciences and related occupations,Professional occupations in natural and applied sciences,1,Professionals
23.0,35.0,58.0,NL,Civil engineers ,21300,2,21,Natural and applied sciences and related occupations,Professional occupations in natural and applied sciences,1,Professionals
